Number of robot passes: 252

Number of trays: 6

Tray 1
No  Cir Pos     X        Y     Angle 
14   1   14   -88.67   -23.76   195  
15   1   15   -79.5    -45.9    210  
16   1   16   -64.91   -64.91   225  
17   1   17   -45.9    -79.5    240  
18   1   18   -23.76   -88.67   255  
19   1   19   0        -91.8    270  
20   1   20   23.76    -88.67   285  
21   1   21   45.9     -79.5    300  
22   1   22   64.91    -64.91   315  
23   1   23   79.5     -45.9    330  
24   1   24   88.67    -23.76   345  
25   2   1    67.8     0        0    
26   2   2    51.94    43.58    40   
27   2   3    11.77    66.77    80   
28   2   4    -33.9    58.72    120  
29   2   5    -63.71   23.19    160  
30   2   6    -63.71   -23.19   200  
31   2   7    -33.9    -58.72   240  
32   2   8    11.77    -66.77   280  
33   2   9    51.94    -43.58   320  
34   3   1    50.27    18.3     0    
35   3   2    26.75    46.33    40   
36   3   3    -9.29    52.69    80   
37   3   4    -40.98   34.39    120  
38   3   5    -53.5    0        160  
39   3   6    -40.98   -34.39   200  
40   3   7    -9.29    -52.69   240  
41   3   8    26.75    -46.33   280  
42   3   9    50.27    -18.3    320  

Tray 5
No  Cir Pos     X        Y     Angle 
1    1   1    91.8     0        0    
2    1   2    88.67    23.76    15   
3    1   3    79.5     45.9     30   
4    1   4    64.91    64.91    45   
5    1   5    45.9     79.5     60   
6    1   6    23.76    88.67    75   
7    1   7    0        91.8     90   
8    1   8    -23.76   88.67    105  
9    1   9    -45.9    79.5     120  
10   1   10   -64.91   64.91    135  
11   1   11   -79.5    45.9     150  
12   1   12   -88.67   23.76    165  
13   1   13   -91.8    0        180  
14   1   14   -88.67   -23.76   195  
15   1   15   -79.5    -45.9    210  
16   1   16   -64.91   -64.91   225  
17   1   17   -45.9    -79.5    240  
18   1   18   -23.76   -88.67   255  
19   1   19   0        -91.8    270  
20   1   20   23.76    -88.67   285  
21   1   21   45.9     -79.5    300  
22   1   22   64.91    -64.91   315  
23   1   23   79.5     -45.9    330  
24   1   24   88.67    -23.76   345  
25   2   1    67.8     0        0    
26   2   2    51.94    43.58    40   
27   2   3    11.77    66.77    80   
28   2   4    -33.9    58.72    120  
29   2   5    -63.71   23.19    160  
30   2   6    -63.71   -23.19   200  
31   2   7    -33.9    -58.72   240  
32   2   8    11.77    -66.77   280  
33   2   9    51.94    -43.58   320  
34   3   1    50.27    18.3     0    
35   3   2    26.75    46.33    40   
36   3   3    -9.29    52.69    80   
37   3   4    -40.98   34.39    120  
38   3   5    -53.5    0        160  
39   3   6    -40.98   -34.39   200  
40   3   7    -9.29    -52.69   240  
41   3   8    26.75    -46.33   280  
42   3   9    50.27    -18.3    320  

Tray 6
No  Cir Pos     X        Y     Angle 
1    1   1    91.8     0        0    
2    1   2    88.67    23.76    15   
3    1   3    79.5     45.9     30   
4    1   4    64.91    64.91    45   
5    1   5    45.9     79.5     60   
6    1   6    23.76    88.67    75   
7    1   7    0        91.8     90   
8    1   8    -23.76   88.67    105  
9    1   9    -45.9    79.5     120  
10   1   10   -64.91   64.91    135  
11   1   11   -79.5    45.9     150  
12   1   12   -88.67   23.76    165  
13   1   13   -91.8    0        180  
14   1   14   -88.67   -23.76   195  
15   1   15   -79.5    -45.9    210  
16   1   16   -64.91   -64.91   225  
17   1   17   -45.9    -79.5    240  
18   1   18   -23.76   -88.67   255  
19   1   19   0        -91.8    270  
20   1   20   23.76    -88.67   285  
21   1   21   45.9     -79.5    300  
22   1   22   64.91    -64.91   315  
23   1   23   79.5     -45.9    330  
24   1   24   88.67    -23.76   345  
25   2   1    67.8     0        0    
26   2   2    51.94    43.58    40   
27   2   3    11.77    66.77    80   
28   2   4    -33.9    58.72    120  
29   2   5    -63.71   23.19    160  
30   2   6    -63.71   -23.19   200  
31   2   7    -33.9    -58.72   240  
32   2   8    11.77    -66.77   280  
33   2   9    51.94    -43.58   320  
34   3   1    50.27    18.3     0    
35   3   2    26.75    46.33    40   
36   3   3    -9.29    52.69    80   
37   3   4    -40.98   34.39    120  
38   3   5    -53.5    0        160  
39   3   6    -40.98   -34.39   200  
40   3   7    -9.29    -52.69   240  
41   3   8    26.75    -46.33   280  
42   3   9    50.27    -18.3    320  
